Usuario;Comentario;Puntuacion;Lugar;Puntuacion Global
Usuario1527;Lo Malo sin internet ni Conexion para energía la música puede estar muy alta y los alimentos están bien. En la barra del bar puedes tomar agua gratis;3.0;Dumbo Kitchen;3.5
Usuario1527;Es un lugar muy agradable estuvimos de día pero imagino que estar aquí al atardecer debe ser una vista privilegiada de Manhatan iluminado;5.0;Puente de Brooklyn;4.5
Usuario1527;desconocido;40.4;Cancún;40.4
Usuario943;All of the Albayzin is so wonderful to walk through. Unfortunately, as with every city you visit, you have to ignore and look beyond the ubiquitous graffiti. T...;5.0;Mirador de San Nicolás;4.5
Usuario943;One can't begin to imagine what would have been had there not been a Christian re-conquest. Our guide, Rafa, was so nice and so knowledgeable, I was disappointe...;5.0;Lo más destacado de Granada: Visita guiada a pie;4.0
Usuario943;Simply amazing. Our guide, Ester, was so nice and very knowledgeable. For the time allotted, we covered a lot. You could spend hours in there. Very happy I chos...;5.0;Entrada Real Alcázar y Catedral de Sevilla ¡SIN COLAS!;4.0
Usuario943;desconocido;4.5;Pasillo de Humo;4.5
Usuario943;Este hotel tiene un precio muy razonable y está en una ubicación perfecta. El personal es maravilloso. Las habitaciones necesitan ser actualizadas pero son cómo...;5.0;Hotel Posada de Roger;4.5
Usuario943;Este hotel tiene un precio muy razonable y está en una ubicación perfecta. El personal es maravilloso. Las habitaciones necesitan ser actualizadas pero son cómo...;5.0;Hotel Posada de Roger;4.5
Usuario943;Went there for the first time for my birthday. Never knew it was there, but can't wait to go back. The best BBQ I've had in a long time. Great atmosphere, great...;5.0;Bobby Q;4.5
Usuario943;"Wow! What a nice change from the ubiquitous Denny""s and IHOP. No long lines, great eclectic menu, great service. This chain is exactly what we needed.";5.0;First Watch;4.5
Usuario943;A friend and I were celebrating our birthdays and couldn't have chosen a better restaurant. Everything was perfect from beginning to end. It was almost as if we...;5.0;Veneto Trattoria;4.5
Usuario943;Inventive menu, comfortable atmosphere and excellent service make for the perfect dining experience. A must go!!!;5.0;Soi Four;4.5
Usuario943;What an absolutely facinating place. Instruments from virtually every country in the world and videos of each country's musicians. You'll definitely want to ret...;5.0;Musical Instrument Museum;5.0
Usuario943;Great food, good service. Very comfortable space. Not near the 'tourist area' but well worth seeking out. Among a handful of good restaurants in the area. Price...;4.0;El Brujo Vallarta;4.5
Usuario943;Lured in by the 2-4-1 Mojito special and needing a break from the sun, we were seated upstairs at a nice table with a great view. It was all downhill from there...;1.0;Bar Oceano Tropical;4.0
Usuario943;Excellent selection, good service and....wait for it.....100 pesos!! So happy I stopped in. Don't pass this one by!;5.0;Derby City Burgers;4.5
Usuario943;Charming, basic hotel, perfectly located at an unbeatable price. Clean, comfortable and quiet. Wonderfully decorated. Close to the beach, clubs and great resta...;5.0;Hotel Yazmin;4.0
Usuario943;Great food, well priced, good for a couple or a crowd. A number of musicians stopping by to entertain and open late, which is great for night owls.;5.0;Pancho's Takos;4.5
Usuario943;Been here a number of times over the years and have never been disappointed. Quality food, attentive service, good wines and reasonable prices, in a beautiful s...;5.0;Di Vino Dante;4.5
Usuario943;Cozy place with outdoor seating and live music. Great mole and great prices. Friendly and knowledgeable staff. Never disappointed.;5.0;El Mole De Jovita;4.5
Usuario943;Clean room, comfortable bed, hot shower, in between the beach and most of the restaurants and clubs I like, very friendly helpful staff all at a very reasonable...;4.0;Hotel Posada de Roger;4.5
Usuario943;Clean room, comfortable bed, hot shower, in between the beach and most of the restaurants and clubs I like, very friendly helpful staff all at a very reasonable...;4.0;Hotel Posada de Roger;4.5
Usuario943;Whale and dolphin sightings there and back. Amazing hidden beach. Bring a waterproof camera. The boat anchors about 500 yards from the island. Be aware the curr...;5.0;Islas Marietas;4.5
Usuario943;Prompt, attentive service, great food reasonably priced. You couldn't start your day better than at Fredys.;5.0;Fredys Tucan;4.5
Usuario251;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario251;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario251;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario251;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario251;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario251;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario251;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1781;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1781;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1781;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1781;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1781;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1781;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1781;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1884;Recomiento ampliamente esta empresa, porque el servicio que dan es mas de lo que te cuesta, cuando veíamos delfines o tortugas se detenian y nos explicaban a de...;5.0;Ecotours de Mèxico;5.0
Usuario1884;Es un lugar fabuloso, sin duda toda persona que visite la bahía tiene que ir, les recomiendo NO IR CON VALLARTA ADVENTURES porque las visita son en manadas y no...;5.0;Islas Marietas;4.5
Usuario716;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario716;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario716;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario716;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario716;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario716;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario716;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1618;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1618;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1618;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1618;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1618;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1618;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1618;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario789;We found the facility to be very nice. Rooms were clean, attractive with everything you could think of provided. Everything you would need for a day at the be...;5.0;Siesta Key Beachfront Condo with Gulf View!;4.5
Usuario789;Great food, excellent service especially employee named Karen, nice friendly atmosphere. Will definitely return on next visit.;5.0;Rosie's Cafe & Grill;4.5
Usuario789;Great 5 day get away. Beautiful with friendly staff especially a young concierge named Jesus. Food, Drinks all good. Entertainment in the evening was very go...;5.0;Iberostar Selection Playa Mita;4.5
Usuario789;Natural beauty. Try to see hidden beach if possible. Not real happy with the eco-sail tour we chose. There are better ones.;5.0;Islas Marietas;4.5
Usuario789;This was great relaxing afternoon. All staff were very helpful and pleasant. Thanks to all for a nice experience especially Juan Ramon. Terry and Charlene fro...;5.0;Marinarium Excursions - Reef Explorer;4.5
Usuario1977;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1977;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1977;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1977;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1977;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario1977;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario1977;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1315;Organizamos nuestra boda en la Terraza del Hotel Iberostar Punta Mita en Mayo del 2015 y la atención de los organizadores, Adriana y Samuel, desde un inicio fue...;5.0;Iberostar Selection Playa Mita;4.5
Usuario1315;La vista es hermosa, los paisajes y después nos llevaron a snorkelear, no se lo pierdan... No lleven a sus peques por que es peligroso si la marea es alta.;5.0;Islas Marietas;4.5
Usuario1558;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario1558;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario1558;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario1558;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario1558;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
